contr_id;count_id;contr_date;summ;subject
200;316;2022-04-08;24946463;Доставка бытового вагончика от г.Волгодонск - г.Шахты - г.Волгодонск
201;96;2022-04-01;17189933;Ремонтные работы автомобиля по дог.заказ-наряда №19263 от 21.04.2020
202;77;2022-04-02;13491407;Оплата по Соглашению об уступке права (требования) от 19.06.2020
203;420;2022-04-03;2711537;Услуга по организации авиа-доставки
204;96;2022-04-04;19906479;Предоставление спецтехники с экипажем
205;399;2022-04-05;18437065;Услуги по Страхованию ответственности СРо по Краснокаменску
206;263;2022-04-06;22999682;Услуги генподрядчика по договору
207;117;2022-01-02;9993371;Строительно-монтажные работы по по договору №4 от 15.07.2021. За выполненные работы.
208;123;2022-05-03;15153284;Строительно-монтажные работы по по договору №5 от 16.07.2021. За выполненные работы.
209;349;2022-04-04;9832354;Строительно-монтажные работы по по договору №7 от 16.07.2021. За выполненные работы.
210;122;2022-04-08;11564949;Услуги по чистке пылесоса А2004*EU
211;301;2022-04-01;12397814;Ремонт водоструйной машины ВСМ А3 30-500 бар 12 л/мин
212;199;2022-04-02;21658093;Ремонт оборудования ВС М А5 530п
213;383;2022-04-03;11759657;Услуги по очистке оросителя градирни 10URA
214;116;2022-04-04;15368072;Услуги по предоставлению специальной, автотракторной, дорожно-строительной техники по дог №44/2019-1 от 16.04.2019
215;20;2022-04-05;1127712;"Абонентское обслуживание типовых конфигураций 1С:Предприятие Пакет ""Техно"" за ноябрь 2015г."
216;15;2022-04-06;16121949;Аванс по дог.№44 от 11.11.2015 за выполнение работ по окраске металлоконструкций
217;325;2022-01-02;20420202;Услуги по получению выписки из ЕГРЮЛ по договору №15504 от 26.11.2015
218;351;2022-05-03;17468988;"Работы по дог.№299/6 от 20.07.2015 по монтажу кольцевых площадок на Объектах :""Башенная испарительная градирня 21-22 URA"", ""Отводящий канал холодной воды градирни"" Нововоронежской АЭС-2"" по адресу г.Нововоронеж, Промплощадка"
